step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
19,CASH_IN,76747.73,C67424522,6704899.8,6781647.53,C1775946146,897114.65,237267.92,0,0
154,CASH_OUT,8869.34,C581373779,0.0,0.0,C1581032686,295284.29,304153.63,0,0
571,CASH_OUT,79340.36,C1350797743,13244.0,0.0,C746659458,1820363.37,1899703.74,0,0
16,CASH_IN,415584.65,C1785100186,876245.48,1291830.13,C1079380880,549310.94,133726.29,0,0
260,PAYMENT,3236.72,C2101711955,260668.06,257431.34,M1966893680,0.0,0.0,0,0
181,CASH_OUT,201741.21,C1580553756,11064.0,0.0,C433347743,431176.28,632917.48,0,0
10,PAYMENT,3645.24,C329525872,0.0,0.0,M1638136225,0.0,0.0,0,0
251,CASH_IN,326778.37,C1666512147,1289122.13,1615900.5,C1902315225,1341559.41,1014781.04,0,0
664,CASH_OUT,230942.44,C2010787689,297869.0,66926.56,C446119998,684941.77,915884.21,0,0
34,CASH_IN,204008.02,C945056885,7287215.44,7491223.46,C2126988635,16068531.83,15864523.81,0,0
374,CASH_IN,115326.35,C307022980,3958615.98,4073942.33,C1595545090,177527.6,62201.25,0,0
14,CASH_OUT,607849.83,C1565440930,30891.0,0.0,C520531457,0.0,607849.83,0,0
300,PAYMENT,14533.29,C535891429,0.0,0.0,M938027833,0.0,0.0,0,0
299,CASH_OUT,265377.55,C18241329,0.0,0.0,C1204635318,3226346.86,3491724.41,0,0
377,PAYMENT,7903.79,C1781614154,20214.0,12310.21,M1259673452,0.0,0.0,0,0
251,CASH_IN,245419.4,C1192899435,4592864.04,4838283.45,C1292181092,3194087.21,2948667.8,0,0
281,CASH_OUT,341978.44,C346104512,0.0,0.0,C1029154128,474116.01,816094.45,0,0
255,CASH_OUT,47575.47,C1232323172,0.0,0.0,C155206096,92139.36,139714.83,0,0
356,PAYMENT,8824.88,C748979090,138733.27,129908.39,M91631817,0.0,0.0,0,0
136,PAYMENT,3941.48,C1647975504,0.0,0.0,M743401380,0.0,0.0,0,0
181,PAYMENT,2686.11,C1598663154,0.0,0.0,M1474441545,0.0,0.0,0,0
185,PAYMENT,9550.05,C1792935461,0.0,0.0,M1835311560,0.0,0.0,0,0
555,PAYMENT,1251.16,C292377066,140.0,0.0,M1415252829,0.0,0.0,0,0
215,PAYMENT,9611.61,C1336381342,0.0,0.0,M2069716974,0.0,0.0,0,0
404,TRANSFER,252863.09,C1106944657,0.0,0.0,C1022035049,1419053.3,1671916.39,0,0
183,CASH_OUT,262976.87,C382027130,693.0,0.0,C957784557,16870270.22,17133247.1,0,0
261,TRANSFER,345508.32,C1527230634,0.0,0.0,C1512413377,981883.97,1327392.29,0,0
207,TRANSFER,520570.64,C799307816,0.0,0.0,C1826157000,2639576.77,3160147.41,0,0
129,CASH_OUT,360173.09,C1727054526,433207.82,73034.73,C473895900,575970.99,936144.08,0,0
354,CASH_OUT,90136.92,C1558582387,148361.0,58224.08,C538556851,885100.09,975237.01,0,0
179,PAYMENT,18462.56,C1307159762,23019.64,4557.08,M1342047789,0.0,0.0,0,0
141,PAYMENT,5794.43,C520225855,411538.98,405744.55,M1363032536,0.0,0.0,0,0
285,PAYMENT,48219.36,C447040864,0.0,0.0,M1045757217,0.0,0.0,0,0
240,CASH_IN,122370.44,C372829512,407524.0,529894.44,C1348837661,363090.44,240720.0,0,0
260,CASH_IN,143031.37,C1872377338,188.0,143219.37,C970298487,0.0,0.0,0,0
235,CASH_IN,132849.37,C689834521,20132.0,152981.37,C1358494462,885966.63,753117.26,0,0
10,CASH_IN,479213.03,C119213023,22970.0,502183.03,C502590588,57710.79,0.0,0,0
184,CASH_OUT,228491.32,C1960644497,128.0,0.0,C877509183,1476798.56,1705289.88,0,0
162,CASH_OUT,411954.54,C351353511,129480.0,0.0,C829548719,234856.28,646810.82,0,0
355,PAYMENT,3698.35,C1567349699,46240.76,42542.42,M1781216172,0.0,0.0,0,0
331,CASH_OUT,76546.34,C1052582331,10060.0,0.0,C916805667,0.0,76546.34,0,0
235,TRANSFER,129469.81,C1081588231,0.0,0.0,C335888914,3131910.12,3261379.93,0,0
228,CASH_OUT,43769.82,C676326527,0.0,0.0,C479413501,329512.39,373282.21,0,0
348,TRANSFER,1199889.11,C1716075815,0.0,0.0,C1045368778,7166979.95,8366869.07,0,0
324,TRANSFER,81056.51,C1508622127,20356.0,0.0,C1120945965,0.0,81056.51,0,0
203,CASH_OUT,68024.06,C845075297,31969.0,0.0,C1620399481,0.0,68024.06,0,0
18,CASH_OUT,106076.08,C1534088306,0.0,0.0,C290865717,1695653.1,1801729.18,0,0
284,TRANSFER,615800.44,C1692103289,0.0,0.0,C778568133,5941844.34,6557644.78,0,0
10,TRANSFER,37066.91,C631759966,0.0,0.0,C1629911510,2281521.97,2445876.71,0,0
179,TRANSFER,317071.74,C1291452555,0.0,0.0,C229928745,597757.64,914829.38,0,0
43,CASH_IN,188572.33,C1607380995,4596662.49,4785234.83,C929455,470297.73,281725.39,0,0
331,PAYMENT,14974.21,C988023165,0.0,0.0,M244862115,0.0,0.0,0,0
372,CASH_OUT,218737.91,C1992043253,0.0,0.0,C964741839,17992750.56,18211488.48,0,0
10,CASH_IN,195399.19,C1744085948,20083841.42,20279240.61,C83304911,505156.75,232617.93,0,0
44,CASH_IN,112712.23,C1441661987,18287.51,130999.73,C882011146,231142.43,118430.2,0,0
159,PAYMENT,2882.28,C1111278123,50774.0,47891.72,M172164495,0.0,0.0,0,0
130,CASH_IN,142342.9,C1552695734,5522404.78,5664747.68,C775350471,405720.09,263377.19,0,0
355,CASH_OUT,367505.17,C1892401879,121112.0,0.0,C2111976598,0.0,367505.17,0,0
280,CASH_OUT,158421.23,C1401698667,40169.0,0.0,C1866105045,90080.56,248501.79,0,0
256,CASH_OUT,76723.55,C588847667,264359.0,187635.45,C281708484,0.0,76723.55,0,0
495,CASH_OUT,73538.0,C903109314,236.0,0.0,C2126983399,0.0,73538.0,0,0
285,CASH_OUT,46902.06,C153896066,2175.0,0.0,C1646278336,2429777.53,2476679.58,0,0
40,CASH_OUT,222012.94,C252761792,0.0,0.0,C231243208,286602.62,508615.56,0,0
186,CASH_OUT,202628.78,C304835602,59523.0,0.0,C2093546827,372115.42,574744.21,0,0
235,CASH_IN,204240.22,C664639008,2802508.28,3006748.5,C1825696318,2986820.07,2782579.85,0,0
136,PAYMENT,19814.03,C274789935,0.0,0.0,M747653433,0.0,0.0,0,0
284,TRANSFER,1034424.47,C1772355534,0.0,0.0,C1248946803,2984657.16,4019081.63,0,0
217,CASH_IN,158491.5,C1810704302,2121419.76,2279911.27,C394030216,605535.1,447043.59,0,0
142,PAYMENT,2665.92,C1819234113,50411.0,47745.08,M1952313248,0.0,0.0,0,0
278,CASH_OUT,86128.85,C2040141868,186163.0,100034.15,C1874007186,391775.55,477904.39,0,0
284,PAYMENT,354.59,C1557712037,41479.14,41124.55,M1119697850,0.0,0.0,0,0
306,CASH_IN,68945.47,C2080404187,0.0,68945.47,C1291895053,0.0,0.0,0,0
14,TRANSFER,1174227.42,C1653050033,69965.0,0.0,C855410545,634934.63,2299769.33,0,0
253,CASH_OUT,373129.3,C113672309,0.0,0.0,C129934406,4640017.84,5013147.15,0,0
332,PAYMENT,305.65,C958487294,49191.0,48885.35,M280388087,0.0,0.0,0,0
330,CASH_OUT,87328.2,C503074164,0.0,0.0,C1778829391,711535.15,798863.35,0,0
235,CASH_OUT,143896.92,C2097496813,0.0,0.0,C692708023,175361.97,319258.9,0,0
325,CASH_IN,245983.36,C994913374,6710269.93,6956253.29,C1598980256,499100.19,253116.83,0,0
372,CASH_OUT,383555.81,C926658623,506.0,0.0,C334319709,6641.37,390197.19,0,0
17,PAYMENT,36085.06,C819179654,60865.0,24779.94,M1714334660,0.0,0.0,0,0
352,CASH_IN,88350.88,C1625227260,30585.0,118935.88,C1083085745,0.0,0.0,0,0
353,TRANSFER,73849.09,C1102606426,82151.13,8302.04,C1033958725,2763419.28,2837268.37,0,0
185,CASH_OUT,369806.82,C1995719039,0.0,0.0,C1857704627,372716.89,690722.59,0,0
9,CASH_OUT,280078.77,C1040069939,0.0,0.0,C1964947881,453118.38,885494.67,0,0
348,CASH_IN,63077.52,C11781520,1130363.78,1193441.3,C618863832,112576.72,49499.2,0,0
255,PAYMENT,378.31,C1020473360,213.0,0.0,M1229948624,0.0,0.0,0,0
324,CASH_OUT,159428.49,C499619712,5555.0,0.0,C230658857,123321.47,282749.96,0,0
188,PAYMENT,7518.79,C1706877923,13871.0,6352.21,M1962977676,0.0,0.0,0,0
231,CASH_OUT,120954.35,C1919569192,10629.62,0.0,C793551666,516008.61,636962.96,0,0
394,TRANSFER,737658.36,C2033737993,0.0,0.0,C85761674,2912411.53,3650069.89,0,0
307,CASH_OUT,26278.97,C1530270120,81121.92,54842.95,C86596309,1514318.53,1540597.5,0,0
40,PAYMENT,9414.81,C1512641484,2376.46,0.0,M1711513969,0.0,0.0,0,0
162,PAYMENT,2550.9,C1762920809,0.0,0.0,M2142987435,0.0,0.0,0,0
233,PAYMENT,29317.16,C1691469580,18574.0,0.0,M1244277404,0.0,0.0,0,0
14,CASH_IN,41696.27,C150838919,7981714.24,8023410.52,C2131465140,6635343.69,6593647.42,0,0
153,CASH_OUT,140514.13,C1819718304,0.0,0.0,C285714859,914555.06,1055069.19,0,0
225,CASH_IN,47291.37,C1527858412,5733541.12,5780832.48,C585217498,1804624.99,1757333.62,0,0
355,CASH_OUT,457638.76,C15360311,0.0,0.0,C1745423065,1664799.38,2122438.14,0,0
608,CASH_OUT,248611.96,C1142059336,0.0,0.0,C119691529,2068230.37,2316842.33,0,0
157,CASH_OUT,41195.99,C1870223151,0.0,0.0,C1336807796,305839.46,347035.45,0,0
15,CASH_IN,139923.31,C1524067353,415964.7,555888.01,C1489773025,2598869.23,2458945.92,0,0
209,PAYMENT,13529.57,C514819634,34737.0,21207.43,M660796394,0.0,0.0,0,0
567,TRANSFER,1423884.23,C1385947602,0.0,0.0,C1574777974,3266869.06,4690753.29,0,0
156,CASH_OUT,56003.01,C990918366,0.0,0.0,C600892503,968382.63,1024385.64,0,0
33,PAYMENT,26068.91,C944616912,36332.99,10264.07,M639188719,0.0,0.0,0,0
40,CASH_OUT,336348.98,C210579818,625.0,0.0,C403203523,3716.9,397571.46,0,0
183,PAYMENT,7118.07,C1153157105,202594.57,195476.5,M289230563,0.0,0.0,0,0
402,CASH_OUT,20597.44,C1340546726,9181.0,0.0,C2017844949,15590.8,36188.24,0,0
352,CASH_OUT,264386.78,C1600507905,0.0,0.0,C870227132,1813596.82,2077983.59,0,0
9,CASH_OUT,400066.06,C1670537808,10998.0,0.0,C1499383906,412763.55,1056392.49,0,0
370,CASH_OUT,100875.18,C1591515509,10046.0,0.0,C1978329888,99388.87,200264.05,0,0
306,PAYMENT,18220.98,C933811750,288090.92,269869.94,M277243551,0.0,0.0,0,0
8,PAYMENT,473.79,C264605962,47024.61,46550.82,M618990452,0.0,0.0,0,0
308,CASH_OUT,91329.91,C193455563,88718.24,0.0,C487258112,1219748.36,1311078.28,0,0
329,CASH_OUT,39181.77,C1329999060,0.0,0.0,C806674488,267880.71,307062.48,0,0
297,CASH_IN,106481.64,C85492789,5187219.73,5293701.38,C80621615,299170.27,0.0,0,0
256,CASH_OUT,341041.37,C1776008798,0.0,0.0,C1204944624,4230670.36,4571711.73,0,0
180,CASH_OUT,392299.75,C733556280,20799.0,0.0,C915778349,517180.61,909480.36,0,0
306,PAYMENT,25374.25,C476262214,21804.84,0.0,M428137030,0.0,0.0,0,0
210,PAYMENT,6997.27,C1694849910,50471.0,43473.73,M1334925019,0.0,0.0,0,0
308,PAYMENT,11625.1,C1584046173,0.0,0.0,M864603488,0.0,0.0,0,0
19,CASH_IN,158864.43,C958258950,79475.0,238339.43,C1578800354,2345698.0,2186833.57,0,0
284,CASH_IN,102878.41,C813353432,5038.0,107916.41,C870833288,0.0,0.0,0,0
129,CASH_OUT,301797.07,C1966306769,0.0,0.0,C368630426,1699349.12,2001146.2,0,0
184,CASH_OUT,256293.61,C1787577467,30959.0,0.0,C1990034609,4303275.2,4559568.81,0,0
406,PAYMENT,1245.8,C1395817346,0.0,0.0,M44261353,0.0,0.0,0,0
254,CASH_OUT,297566.07,C1172100976,2584.0,0.0,C879932188,189279.37,311435.77,0,0
393,CASH_OUT,227212.3,C1414518236,1967.02,0.0,C70726889,911730.23,1138942.52,0,0
229,CASH_OUT,361370.93,C1471799653,205022.0,0.0,C691182093,0.0,361370.93,0,0
346,CASH_OUT,474904.67,C804097611,0.0,0.0,C319601296,2523144.28,2998048.96,0,0
299,PAYMENT,43186.78,C59355658,339216.67,296029.89,M570168848,0.0,0.0,0,0
254,CASH_IN,28639.41,C1816857672,162965.0,191604.41,C400451162,725008.52,696369.11,0,0
381,TRANSFER,3447129.9,C982997972,0.0,0.0,C666886780,8116473.71,11563603.61,0,0
204,CASH_OUT,132021.95,C1545638813,4243.0,0.0,C1558279068,5070426.26,5374680.21,0,0
12,CASH_OUT,487897.21,C910397046,139001.0,0.0,C2094708332,90496.71,774336.89,0,0
190,PAYMENT,8271.63,C1094567076,35448.0,27176.37,M131502072,0.0,0.0,0,0
17,PAYMENT,28148.43,C1207456695,35907.76,7759.33,M770837994,0.0,0.0,0,0
12,CASH_OUT,44599.93,C277542910,0.0,0.0,C480136046,636912.04,1077114.05,0,0
179,CASH_IN,131783.22,C369266078,8255608.83,8387392.05,C1522769419,1045448.8,913665.58,0,0
44,PAYMENT,3655.96,C1263398149,0.0,0.0,M911333336,0.0,0.0,0,0
252,CASH_IN,72138.51,C991617638,362242.93,434381.43,C142992087,2711671.7,2639533.2,0,0
13,CASH_IN,253720.47,C1995463242,710353.92,964074.39,C546541217,813087.54,1002505.08,0,0
13,TRANSFER,1339832.61,C769668867,0.0,0.0,C757359107,2727084.87,4066917.48,0,0
260,CASH_OUT,97533.07,C1888335079,21068.0,0.0,C977931189,804174.35,901707.42,0,0
139,TRANSFER,386860.81,C501533860,0.0,0.0,C96146731,850076.8,1236937.61,0,0
397,CASH_IN,150783.5,C40925765,4244035.73,4394819.23,C1382220514,308844.01,158060.5,0,0
209,PAYMENT,1988.85,C2025565737,12395.0,10406.15,M1461627515,0.0,0.0,0,0
187,PAYMENT,3199.16,C419976201,109327.0,106127.84,M1559897706,0.0,0.0,0,0
212,CASH_OUT,79493.03,C404700795,0.0,0.0,C468801088,113845.08,193338.11,0,0
374,CASH_OUT,502878.47,C1480924274,243060.0,0.0,C993499591,4611.55,507490.01,0,0
355,CASH_IN,159476.72,C1495548856,739731.14,899207.86,C1315139911,607177.76,447701.03,0,0
299,CASH_OUT,29109.19,C1260476833,102787.0,73677.81,C1163975961,40946.14,70055.32,0,0
326,CASH_IN,153320.96,C605524125,13552229.09,13705550.05,C933099968,906898.01,753577.05,0,0
275,PAYMENT,9438.93,C1072598291,543.0,0.0,M817085285,0.0,0.0,0,0
230,CASH_OUT,42224.23,C772138215,219391.32,177167.09,C1438959077,469808.85,512033.08,0,0
228,PAYMENT,19827.85,C144351808,23282.17,3454.32,M2139183892,0.0,0.0,0,0
355,CASH_IN,93218.82,C233622784,2622408.83,2715627.65,C569078972,164839.1,71620.27,0,0
153,CASH_OUT,121872.31,C1517635800,44605.0,0.0,C175260557,157322.76,279195.07,0,0
203,CASH_OUT,203099.95,C1738759445,0.0,0.0,C515793989,6285022.02,6488121.98,0,0
256,PAYMENT,21721.18,C1116139931,82917.53,61196.35,M1865213042,0.0,0.0,0,0
374,DEBIT,1085.93,C624217029,29734.0,28648.07,C881423889,195193.4,196279.33,0,0
373,PAYMENT,22327.87,C1997602808,200041.72,177713.85,M1765664331,0.0,0.0,0,0
188,CASH_OUT,133467.53,C1125321967,34854.0,0.0,C1025874005,297316.77,430784.3,0,0
129,CASH_IN,274080.01,C1722308046,42178.0,316258.01,C575503305,20961.63,0.0,0,0
405,CASH_OUT,81715.9,C480135803,0.0,0.0,C838953982,953049.33,1034765.23,0,0
329,PAYMENT,4462.04,C1031749095,78298.75,73836.72,M851180738,0.0,0.0,0,0
48,TRANSFER,2636764.24,C2025850442,0.0,0.0,C1890730800,3496670.56,6133434.79,0,0
234,PAYMENT,2409.77,C1019174048,0.0,0.0,M1967453706,0.0,0.0,0,0
356,PAYMENT,7913.42,C1046736675,11865.0,3951.58,M1496606861,0.0,0.0,0,0
373,CASH_OUT,34030.74,C1633020063,0.0,0.0,C1019007643,80687.71,114718.45,0,0
140,PAYMENT,50.42,C582174432,24463.0,24412.58,M2112879403,0.0,0.0,0,0
323,PAYMENT,5292.1,C616724558,0.0,0.0,M1480229632,0.0,0.0,0,0
159,TRANSFER,1500698.1,C25013275,0.0,0.0,C197310729,1626112.64,3116023.99,0,0
16,PAYMENT,15706.59,C709080569,29467.0,13760.41,M1681367953,0.0,0.0,0,0
235,CASH_IN,275169.59,C671102213,867618.8,1142788.39,C267939889,4488364.37,4213194.78,0,0
184,PAYMENT,7560.05,C501344982,1006.0,0.0,M676472773,0.0,0.0,0,0
38,PAYMENT,4110.71,C2146995079,0.0,0.0,M565001293,0.0,0.0,0,0
180,PAYMENT,6794.27,C1486584091,0.0,0.0,M1935987855,0.0,0.0,0,0
327,CASH_IN,171375.04,C343217214,4852447.35,5023822.39,C1419731422,1424325.06,1252950.02,0,0
217,CASH_OUT,247217.58,C2064077565,0.0,0.0,C339533447,381332.59,628550.17,0,0
274,PAYMENT,3726.02,C352671052,0.0,0.0,M1505606992,0.0,0.0,0,0
252,CASH_OUT,383096.57,C1869134829,1936.0,0.0,C1013136913,2765075.87,3148172.44,0,0
37,PAYMENT,19184.2,C1419849457,1088.0,0.0,M788307047,0.0,0.0,0,0
135,CASH_IN,141867.8,C1127750800,9109011.8,9250879.59,C500351256,340111.9,198244.1,0,0
132,CASH_OUT,76775.3,C1667510934,0.0,0.0,C84298078,249870.66,326645.97,0,0
181,CASH_OUT,248606.04,C286991816,21506.0,0.0,C1894099268,11192.57,259798.61,0,0
374,CASH_IN,367910.46,C678020955,0.0,367910.46,C387433977,606611.65,238701.19,0,0
135,CASH_IN,577207.05,C879849613,5128508.83,5705715.88,C2029518292,1655713.23,1078506.18,0,0
186,CASH_OUT,91358.62,C447389946,0.0,0.0,C1045869053,8464687.56,8556046.17,0,0
396,PAYMENT,6387.15,C1730585304,1350.7,0.0,M414609264,0.0,0.0,0,0
232,CASH_OUT,323644.19,C1889310617,0.0,0.0,C1576931749,2219105.81,2542750.0,0,0
33,CASH_OUT,151488.91,C50416373,70274.0,0.0,C973483432,90411.45,241900.36,0,0
180,PAYMENT,4760.57,C136407689,107361.63,102601.06,M255598108,0.0,0.0,0,0
378,CASH_OUT,159301.92,C1213731760,0.0,0.0,C1810024103,3619722.92,3779024.85,0,0
569,CASH_IN,143101.16,C1305170187,6193685.48,6336786.64,C1047031032,5617561.52,5474460.36,0,0
156,CASH_OUT,96195.26,C513006504,0.0,0.0,C1579944451,23572053.2,23668248.46,0,0
688,CASH_OUT,195329.05,C1790380748,0.0,0.0,C1798390440,590738.86,786067.9,0,0
599,CASH_OUT,59733.52,C1960988322,32029.0,0.0,C568511028,4795203.5,4854937.02,0,0
350,PAYMENT,23518.73,C1620318941,137260.0,113741.27,M1207910194,0.0,0.0,0,0
397,TRANSFER,293556.1,C335845350,0.0,0.0,C338671335,4020839.34,4314395.44,0,0
185,PAYMENT,6.33,C1866302284,0.0,0.0,M2050355870,0.0,0.0,0,0
137,PAYMENT,342.59,C262194444,0.0,0.0,M486182742,0.0,0.0,0,0
404,CASH_IN,435649.4,C776690165,7190975.22,7626624.62,C1546749375,799526.77,363877.37,0,0
213,PAYMENT,8909.7,C155721034,559.0,0.0,M2090109224,0.0,0.0,0,0
259,CASH_OUT,112639.08,C1632378278,0.0,0.0,C903206540,947236.61,1059875.69,0,0
44,PAYMENT,5606.99,C350603753,45804.0,40197.01,M716299964,0.0,0.0,0,0
178,PAYMENT,4581.47,C709632063,39896.85,35315.38,M1793326930,0.0,0.0,0,0
229,CASH_IN,120373.42,C1220750927,8958208.87,9078582.3,C1582726409,270721.55,150348.13,0,0
40,CASH_OUT,120039.57,C871685294,0.0,0.0,C1598361703,1783515.42,1903554.99,0,0
335,PAYMENT,630.92,C480585620,97679.0,97048.08,M1079761170,0.0,0.0,0,0
356,CASH_IN,106151.55,C1876108162,2680474.17,2786625.72,C935371396,227051.54,120899.99,0,0
257,CASH_OUT,19264.44,C1174201227,0.0,0.0,C1629910949,62654.47,81918.91,0,0
325,CASH_OUT,43486.48,C717863638,0.0,0.0,C809682720,183898.52,227384.99,0,0
154,CASH_IN,81381.92,C2116652211,114772.0,196153.92,C1318674952,0.0,0.0,0,0
687,CASH_IN,259810.12,C1620598661,1559.0,261369.12,C2117878532,100876.27,0.0,0,0
283,PAYMENT,5242.35,C1752754735,414689.0,409446.65,M1371832167,0.0,0.0,0,0
404,CASH_OUT,180657.28,C614920240,0.0,0.0,C623625191,804039.64,984696.92,0,0
12,CASH_OUT,46219.48,C423809894,0.0,0.0,C540846849,2157923.92,2204143.4,0,0
229,CASH_IN,38141.52,C1782274750,2131410.03,2169551.55,C1730569294,2190414.67,2152273.15,0,0
229,CASH_IN,137447.77,C1672948249,897888.06,1035335.83,C1592874588,345057.8,207610.03,0,0
375,CASH_OUT,46653.35,C321085968,30002.0,0.0,C1976776908,3432835.21,3479488.56,0,0
256,CASH_IN,51301.23,C1130486333,59130.0,110431.23,C1069861056,523760.38,472459.15,0,0
330,PAYMENT,6991.64,C1285220645,0.0,0.0,M1119191024,0.0,0.0,0,0
360,PAYMENT,5754.04,C1133512689,15505.0,9750.96,M1933676865,0.0,0.0,0,0
396,TRANSFER,1535141.05,C1325642074,0.0,0.0,C501983161,2252992.45,3788133.5,0,0
34,PAYMENT,5982.31,C49936943,0.0,0.0,M1596305355,0.0,0.0,0,0
309,CASH_OUT,244398.39,C654644953,509629.61,265231.23,C725165546,441567.46,685965.85,0,0
160,CASH_OUT,294558.52,C1051813445,0.0,0.0,C430841145,1321740.15,1616298.67,0,0
371,PAYMENT,33898.38,C973029770,0.0,0.0,M2146728768,0.0,0.0,0,0
522,CASH_OUT,215963.57,C344093426,48849.0,0.0,C1254158084,952272.66,1168236.23,0,0
205,PAYMENT,13062.6,C958459411,1790.0,0.0,M2068308522,0.0,0.0,0,0
236,CASH_IN,2963.88,C1402767678,58358.0,61321.88,C427695709,0.0,0.0,0,0
282,PAYMENT,19758.47,C1702791718,4161.47,0.0,M1469849789,0.0,0.0,0,0
18,CASH_OUT,30369.42,C330741789,132723.0,102353.58,C962384366,0.0,30369.42,0,0
586,CASH_OUT,81949.08,C58447096,277.0,0.0,C2055563478,1893449.71,1975398.79,0,0
140,CASH_OUT,144992.96,C1062554768,525.0,0.0,C1771553651,0.0,144992.96,0,0
351,CASH_IN,141402.74,C377759678,10452419.6,10593822.34,C1616817226,198860.57,57457.83,0,0
138,CASH_OUT,28272.98,C896762528,0.0,0.0,C281035507,3203060.85,3231333.83,0,0
330,PAYMENT,19272.84,C1113432849,480578.94,461306.09,M1980537939,0.0,0.0,0,0
307,PAYMENT,5949.18,C1789807049,25695.0,19745.82,M845807627,0.0,0.0,0,0
306,TRANSFER,525350.04,C1327289317,304420.0,0.0,C596626170,0.0,525350.04,0,0
260,PAYMENT,6662.9,C78259248,11439.0,4776.1,M118748939,0.0,0.0,0,0
214,PAYMENT,286.73,C733030322,30292.0,30005.27,M1725344873,0.0,0.0,0,0
178,CASH_IN,250671.95,C1457786047,30938.0,281609.95,C841288394,408375.02,157703.08,0,0
237,PAYMENT,4816.65,C329692842,0.0,0.0,M1585248584,0.0,0.0,0,0
8,PAYMENT,8066.01,C210737338,3285.0,0.0,M390111306,0.0,0.0,0,0
397,CASH_OUT,225085.22,C533099588,10476.0,0.0,C936823009,1984333.15,2209418.37,0,0
403,TRANSFER,54767.47,C517540450,0.0,0.0,C2102011212,418083.03,472850.49,0,0
277,CASH_IN,174448.59,C1475720504,124036.0,298484.59,C1564464793,0.0,0.0,0,0
250,CASH_OUT,107819.02,C1743557360,63152.0,0.0,C583054466,426649.2,534468.21,0,0
133,CASH_OUT,147082.69,C517085186,968.0,0.0,C1013036991,66230.62,0.0,0,0
396,CASH_OUT,504212.54,C550610892,0.0,0.0,C961788692,930041.55,1832182.76,0,0
527,CASH_IN,192689.79,C876214858,28247.66,220937.45,C2129284618,415715.54,223025.75,0,0
307,PAYMENT,5499.15,C604249018,0.0,0.0,M1741905010,0.0,0.0,0,0
235,PAYMENT,12542.82,C826873231,158023.0,145480.18,M1320441923,0.0,0.0,0,0
14,PAYMENT,17466.36,C290077548,0.0,0.0,M1027136574,0.0,0.0,0,0
356,PAYMENT,10668.22,C1791328188,0.0,0.0,M811041371,0.0,0.0,0,0
347,CASH_IN,16941.54,C955377318,1739880.07,1756821.61,C1025212278,2053744.47,2036802.93,0,0
9,PAYMENT,489.86,C226080665,21499.0,21009.14,M990818220,0.0,0.0,0,0
353,PAYMENT,18581.05,C1041699260,41202.0,22620.95,M1941616011,0.0,0.0,0,0
253,PAYMENT,21978.78,C648625967,0.0,0.0,M375298645,0.0,0.0,0,0
300,CASH_OUT,151033.37,C1615527705,0.0,0.0,C1867400046,1696851.01,1847884.38,0,0
354,CASH_OUT,44137.12,C151679818,0.0,0.0,C890706485,652533.04,696670.16,0,0
178,CASH_IN,379965.21,C365779111,3601.0,383566.21,C1270059957,1742396.2,1362430.99,0,0
209,CASH_OUT,27962.08,C65597058,0.0,0.0,C131129476,1424525.77,1452487.85,0,0
306,PAYMENT,10714.5,C2020339305,0.0,0.0,M401080607,0.0,0.0,0,0
164,CASH_IN,189840.5,C326349072,7369137.85,7558978.35,C2000901010,2373697.62,2183857.12,0,0
180,CASH_IN,148311.11,C1681351949,3579096.2,3727407.3,C1834253516,2205413.17,2057102.06,0,0
348,CASH_IN,132695.93,C932791768,10481386.11,10614082.04,C58937829,788612.7,655916.77,0,0
258,PAYMENT,7219.63,C478157552,813088.0,805868.37,M869709113,0.0,0.0,0,0
33,CASH_IN,131092.25,C94956138,369770.0,500862.25,C1743221699,576163.24,445070.99,0,0
181,PAYMENT,9304.77,C1478993330,0.0,0.0,M1109692058,0.0,0.0,0,0
408,PAYMENT,7243.23,C972388080,106809.0,99565.77,M1430288776,0.0,0.0,0,0
204,CASH_OUT,78903.17,C1431601764,20571.49,0.0,C1262034507,534484.31,613387.48,0,0
380,CASH_IN,470894.58,C380796274,3746619.24,4217513.82,C425596487,7205970.84,6735076.26,0,0
251,PAYMENT,13235.81,C263614977,0.0,0.0,M645686231,0.0,0.0,0,0
286,CASH_OUT,182610.14,C28582049,0.0,0.0,C775125469,927586.1,1110196.25,0,0
42,CASH_OUT,205097.18,C1656238626,5793.0,0.0,C62807514,0.0,205097.18,0,0
229,TRANSFER,543141.74,C446669672,64623.0,0.0,C41745171,0.0,543141.74,0,0
355,PAYMENT,5696.14,C152288788,0.0,0.0,M1768310097,0.0,0.0,0,0
36,TRANSFER,1448531.79,C881647991,0.0,0.0,C2037262376,2730078.12,4178609.91,0,0
310,PAYMENT,22110.84,C645163160,0.0,0.0,M1147631333,0.0,0.0,0,0
347,PAYMENT,14482.99,C1596880929,447.73,0.0,M611583228,0.0,0.0,0,0
139,PAYMENT,545.45,C1073020957,0.0,0.0,M1726112375,0.0,0.0,0,0
262,CASH_IN,243888.91,C1507656117,20490368.55,20734257.46,C793453705,368024.38,124135.47,0,0
348,CASH_OUT,516613.09,C1938921750,36303.0,0.0,C1294604649,0.0,516613.09,0,0
596,CASH_IN,67791.59,C1026919515,84507.0,152298.59,C2088668158,0.0,0.0,0,0
